route_id,module_tags,total_runs,full_runs,full_failed_runs,full_flaky_runs,log_signal_runs,log_failed_runs,log_flaky_runs,failed_runs,flaky_runs,attempt_failures,pass_rate,failed_runs_macos,failed_runs_windows,last_outcome,last_failed_at,top_error_signature
sidebar-nav-visibility.spec.ts :: SidebarNav visibility > workspace library can re-open sidebar from the bottom-left reveal button,navigation,581,579,0,0,581,0,2,0,2,2,1.0000,0,0,passed,,TimeoutError: page.waitForLoadState: Timeout 30000ms exceeded.
sidebar-new-conversation-no-workspace-recvlt1zpahiZF.spec.ts :: Sidebar new conversation without workspace (recvlt1zpahiZF) > clicking 新建对话 from Welcome opens a chat-ready workspace instead of a silent no-op,navigation,580,579,0,0,580,0,1,0,1,1,1.0000,0,0,passed,,TimeoutError: page.waitForLoadState: Timeout 30000ms exceeded.
sidebar-session-click-restores-chat.spec.ts :: Sidebar session click restores hidden chat panel (recvhNfrbxDYUR) > clicking a session row when chat is hidden re-shows the chat panel,navigation,602,579,0,0,602,4,19,4,19,23,1.0000,1,3,passed,2026-06-29T06:02:06Z,Error: Timeout 10000ms exceeded while waiting on the predicate
"sidebar-task-copy-unification-recvlze0ePNa4x.spec.ts :: Sidebar Task copy unification (recvlze0ePNa4x) > sidebar session-domain entries render Task semantics, never legacy Session/Conversation/Chat copy",navigation,591,579,0,0,591,5,7,5,7,12,1.0000,0,5,passed,2026-06-28T07:42:10Z,TimeoutError: page.waitForLoadState: Timeout 30000ms exceeded.
sidebar-theme-preset.spec.ts :: Sidebar theme-preset switcher > clicking a preset swatch shifts --palette-primary-h to the preset hue,navigation,596,579,0,0,596,15,2,15,2,17,1.0000,8,7,passed,2026-06-26T04:05:02Z,Error: expect(locator).toBeVisible() failed
"sidebar-theme-preset.spec.ts :: Sidebar theme-preset switcher > the active swatch carries data-theme-selected=""true""",navigation,594,579,0,0,594,14,1,14,1,15,1.0000,8,6,passed,2026-06-27T04:03:17Z,"Error: locator.click: Target page, context or browser has been closed"
sidebar-workspace-rename-hover-stable.spec.ts :: Sidebar workspace rename (recvhBJ9pNUdbE) > Enter commits the rename — explicit commit path still works,navigation,612,579,0,0,612,13,20,13,20,33,1.0000,1,12,passed,2026-06-28T07:42:10Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
sidebar-workspace-rename-hover-stable.spec.ts :: Sidebar workspace rename (recvhBJ9pNUdbE) > pointer-moving to a sibling row does not blur/commit the rename input,navigation,616,579,0,0,616,13,24,13,24,37,1.0000,2,11,passed,2026-06-29T06:02:06Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
skill-import-combo-invoke-recvhCGM8mb6kx.spec.ts :: Skill import Combo Skill invocation regression > imported Skill-as-Combo Skill is materialized as a worker-loadable skill definition,combo,601,579,0,0,601,14,8,14,8,22,1.0000,11,3,passed,2026-06-26T07:18:12Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
skill-multi-source.screenshots.spec.ts :: skill-multi-source visual evidence harness > 01 settings sidebar shows Skills entry,skill-multi-source,603,579,0,0,603,14,10,14,10,24,1.0000,8,6,passed,2026-06-28T07:42:10Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
skill-multi-source.screenshots.spec.ts :: skill-multi-source visual evidence harness > 02 Agents tab default — built-in platforms,skill-multi-source,588,579,0,0,588,1,8,1,8,9,1.0000,0,1,passed,2026-06-28T06:47:46Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
skill-multi-source.screenshots.spec.ts :: skill-multi-source visual evidence harness > 03 Agents tab — claude-code toggled off,skill-multi-source,587,579,0,0,587,3,5,3,5,8,1.0000,0,3,passed,2026-06-28T05:50:20Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
skill-multi-source.screenshots.spec.ts :: skill-multi-source visual evidence harness > 04 Agents tab — Add custom platform form expanded,skill-multi-source,584,579,0,0,584,1,4,1,4,5,1.0000,0,1,passed,2026-06-25T10:42:02Z,TimeoutError: page.waitForLoadState: Timeout 30000ms exceeded.
skill-multi-source.screenshots.spec.ts :: skill-multi-source visual evidence harness > 05 Skills tab — empty state,skill-multi-source,585,579,0,1,585,0,7,0,7,7,0.9983,0,0,passed,,TimeoutError: locator.click: Timeout 10000ms exceeded.
skill-multi-source.screenshots.spec.ts :: skill-multi-source visual evidence harness > 06 Sources tab — default state with PAT card,skill-multi-source,582,579,0,1,582,3,1,3,1,4,0.9983,0,3,passed,2026-06-26T04:28:22Z,"Error: [e2e][isolation] failed to prepare test 63cd8fe6e7a32f830d68-633caf331aa97e261da9 in pool reusable: page.waitForTimeout: Target page, context or browser has been closed"
skill-multi-source.screenshots.spec.ts :: skill-multi-source visual evidence harness > 07 Sources tab — PAT input populated,skill-multi-source,582,579,0,0,582,0,3,0,3,3,1.0000,0,0,passed,,TimeoutError: locator.click: Timeout 10000ms exceeded.
skill-multi-source.screenshots.spec.ts :: skill-multi-source visual evidence harness > 08 GitHub import dialog opened,skill-multi-source,583,579,0,0,583,2,2,2,2,4,1.0000,0,2,passed,2026-06-25T18:35:48Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
skill-multi-source.spec.ts :: Skill Library settings > Agents tab lists the seven default-enabled built-in agents,skill-multi-source,21,0,0,0,21,18,3,18,3,21,,13,5,failed,2026-06-30T14:37:30Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
skill-multi-source.spec.ts :: Skill Library settings > Agents tab lists the six default-enabled built-in agents,skill-multi-source,579,579,0,0,579,0,0,0,0,0,1.0000,0,0,passed,,
skill-multi-source.spec.ts :: Skill Library settings > opens the Skills section and shows the three tabs,skill-multi-source,599,579,0,0,599,14,6,14,6,20,1.0000,8,6,passed,2026-06-26T04:05:02Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
skill-multi-source.spec.ts :: Skill Library settings > Scan now triggers the spinner and produces a result,skill-multi-source,597,579,0,1,597,13,6,13,6,19,0.9983,8,5,passed,2026-06-04T21:31:52Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
skill-multi-source.spec.ts :: Skill Library settings > Skills tab — search input narrows the visible list,skill-multi-source,598,579,0,0,598,13,6,13,6,19,1.0000,8,5,passed,2026-06-04T21:31:52Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
skill-multi-source.spec.ts :: Skill Library settings > Sources tab — empty state copy and PAT card are visible,skill-multi-source,598,579,0,0,598,13,6,13,6,19,1.0000,8,5,passed,2026-06-04T21:31:52Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
skill-multi-source.spec.ts :: Skill Library settings > toggling an agent flips its enabled state,skill-multi-source,598,579,0,0,598,14,5,14,5,19,1.0000,8,6,passed,2026-06-28T07:42:10Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
skills-install-dropdown-virtual-agent.spec.ts :: Skills install dropdown — virtual agent filter > aoe-combo (virtual agent) is not offered as an install target,skill-multi-source,599,579,0,0,599,13,7,13,7,20,1.0000,8,5,passed,2026-06-04T21:31:52Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
stop-button-session-cleanup-recvgUL8dHG0Og.spec.ts :: stop button session cleanup (recvgUL8dHG0Og) > queued input returns to the editor when stop is clicked,chat,652,579,0,0,652,45,28,45,28,73,1.0000,25,20,passed,2026-06-28T07:42:10Z,Error: expect(locator).toContainText(expected) failed
stop-button-session-cleanup-recvgUL8dHG0Og.spec.ts :: stop button session cleanup (recvgUL8dHG0Og) > queued message dispatch is gated until interrupt completes,chat,5,0,0,0,5,5,0,5,0,5,,4,1,failed,2026-05-20T05:27:35Z,Error: expect(received).toBe(expected) <path> Object.is equality
stop-button-session-cleanup-recvgUL8dHG0Og.spec.ts :: stop button session cleanup (recvgUL8dHG0Og) > stop button clears streaming state including reasoningStreaming,chat,631,579,0,0,631,30,22,30,22,52,1.0000,16,14,passed,2026-06-28T07:42:10Z,Error: expect(locator).toContainText(expected) failed
support-report-entry.spec.ts :: Support report hidden entry > hides again after whitelist title is clicked 10 more times,support,583,579,0,4,583,2,6,2,6,8,0.9931,0,2,passed,2026-07-03T15:49:23Z,Error: expect(locator).toHaveCount(expected) failed
"support-report-entry.spec.ts :: Support report hidden entry > is hidden until whitelist title is clicked 10 times, then submits current session rect",support,581,579,0,1,581,2,1,2,1,3,0.9983,0,2,passed,2026-07-03T15:49:23Z,Error: expect(locator).toHaveCount(expected) failed
task-copy-rework-recvnVdvIHMP6C.spec.ts :: Task copy rejected rework (recvnVdvIHMP6C) > task-facing i18n entries use Task semantics in en,automation,579,579,0,0,579,0,0,0,0,0,1.0000,0,0,passed,,
task-copy-rework-recvnVdvIHMP6C.spec.ts :: Task copy rejected rework (recvnVdvIHMP6C) > task-facing i18n entries use Task semantics in zh-CN,automation,579,579,0,0,579,0,0,0,0,0,1.0000,0,0,passed,,
titlebar-reserve.spec.ts :: titlebar reserve > Combo Skills panel keeps its right-side buttons out of the Windows titlebar overlay zone,navigation,650,579,0,0,650,63,8,63,8,71,1.0000,11,52,passed,2026-06-30T08:13:27Z,Error: expect(received).toBeGreaterThanOrEqual(expected)
titlebar-reserve.spec.ts :: titlebar reserve > Notifications page keeps its refresh control out of the Windows titlebar overlay zone,navigation,602,579,0,0,602,10,13,10,13,23,1.0000,3,7,passed,2026-06-29T15:25:18Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
titlebar-reserve.spec.ts :: titlebar reserve > Session Overview keeps its close/back control out of the Windows titlebar overlay zone,navigation,609,579,0,0,609,17,13,17,13,30,1.0000,11,6,passed,2026-06-28T05:48:11Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
"tool-call-summary-failed.spec.ts :: Tool call group failure de-emphasis (recvkPDCTHGpsR) > all-failed write calls render neutrally — no failure text, no red, no false success",chat,598,579,0,0,598,2,17,2,17,19,1.0000,0,2,passed,2026-06-28T07:42:10Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
tool-call-summary-failed.spec.ts :: Tool call group failure de-emphasis (recvkPDCTHGpsR) > partial failure keeps the success count and drops the failure silently,chat,589,579,0,0,589,3,7,3,7,10,1.0000,1,2,passed,2026-06-26T04:28:22Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
"tool-call-summary-failed.spec.ts :: Tool call group failure summary (recvkPDCTHGpsR) > all-failed write calls show failure styling, never the success summary",chat,3,0,0,0,3,3,0,3,0,3,,1,2,failed,2026-06-02T06:27:47Z,Error: expect(received).toMatch(expected)
tool-call-summary-failed.spec.ts :: Tool call group failure summary (recvkPDCTHGpsR) > partial failure keeps the success count but surfaces the failures,chat,3,0,0,0,3,3,0,3,0,3,,1,2,failed,2026-06-02T06:27:47Z,Error: expect(received).toMatch(expected)
tools.spec.ts :: System Tools > glob operation completes in reasonable time,tools,657,579,0,1,657,68,11,68,11,79,0.9983,50,18,passed,2026-06-29T02:22:11Z,Error: openSeededWorkspaceByName: chat-panel not found after click
tools.spec.ts :: System Tools > multiple tool calls can be handled sequentially,tools,662,579,0,0,662,67,16,67,16,83,1.0000,49,18,passed,2026-06-25T18:13:33Z,Error: openSeededWorkspaceByName: chat-panel not found after click
tools.spec.ts :: System Tools > searchfilecontent tool returns correct results,tools,665,579,0,2,665,67,21,67,21,88,0.9965,49,18,passed,2026-06-25T18:13:33Z,Error: openSeededWorkspaceByName: chat-panel not found after click
tools.spec.ts :: System Tools > shell command can be terminated with stop button,tools,641,579,0,2,641,44,20,44,20,64,0.9965,36,8,passed,2026-06-26T04:28:22Z,Error: openSeededWorkspaceByName: chat-panel not found after click
tools.spec.ts :: System Tools > shell status panel displays correct information,tools,666,579,0,0,666,71,16,71,16,87,1.0000,49,22,passed,2026-06-26T07:18:12Z,Error: openSeededWorkspaceByName: chat-panel not found after click
tools.spec.ts :: System Tools > tool call permission dialog appears for dangerous operations,tools,638,579,0,1,638,43,17,43,17,60,0.9983,37,6,passed,2026-06-11T03:33:03Z,Error: openSeededWorkspaceByName: chat-panel not found after click
triple-click-create-file.spec.ts :: Triple Click Create File > created file has unique name if untitled already exists,file-browser,645,579,0,0,645,44,22,44,22,66,1.0000,35,9,passed,2026-06-26T07:18:12Z,Error: openSeededWorkspaceByName: chat-panel not found after click
triple-click-create-file.spec.ts :: Triple Click Create File > triple-click on empty area creates a new file,file-browser,644,579,0,0,644,47,18,47,18,65,1.0000,33,14,passed,2026-06-30T04:14:24Z,Error: openSeededWorkspaceByName: chat-panel not found after click
tutorial-interaction-preview.spec.ts :: Tutorial interaction preview > replays one JSON-authored tutorial case and writes GIF artifacts,recording,0,0,0,0,0,0,0,0,0,0,,0,0,skipped,,
update-ready-restart-copy-recvo7PlVqsyHh.spec.ts :: Update ready restart copy (recvo7PlVqsyHh) > About page and floating notification both prompt restart after download completes,,135,135,0,0,135,0,0,0,0,0,1.0000,0,0,passed,,
user-menu-browser-from-automation-recvmBdhbKrV9j.spec.ts :: User menu browser links from FloatSchedule (recvmBdhbKrV9j) > clicking Credits from the automation page switches to the workspace BrowserPanel,automation;browser;calendar,362,348,0,1,362,9,6,9,6,15,0.9971,1,8,passed,2026-06-29T15:42:49Z,Error: expect(received).toBe(expected) <path> Object.is equality
user-menu-browser-from-automation-recvmBdhbKrV9j.spec.ts :: User menu browser links from FloatSchedule (recvmBdhbKrV9j) > clicking Gift Card from the automation page switches to the workspace BrowserPanel,automation;browser;calendar,234,231,0,0,234,0,3,0,3,3,1.0000,0,0,passed,,Error: expect(received).toBe(expected) <path> Object.is equality
user-menu-credits-native-account-recvoS0FWK064e.spec.ts :: User menu Credits native account settings (recvoS0FWK064e) > clicking Credits opens Account settings with the current desktop balance,,145,145,0,0,145,0,0,0,0,0,1.0000,0,0,passed,,
user-menu-credits-native-account-recvpUwpfICgiN.spec.ts :: Native account credits state (recvpUwpfICgiN) > shows an unavailable error instead of a synthetic zero and refreshes in place,,1,1,0,0,1,0,0,0,0,0,1.0000,0,0,passed,,
user-menu-credits-native-account-recvpUwpfICgiN.spec.ts :: Native account credits state (recvpUwpfICgiN) > shows the real available balance without opening the website,,1,1,0,0,1,0,0,0,0,0,1.0000,0,0,passed,,
user-menu-credits-website.spec.ts :: User menu Credits website > Account settings omits the credits card and Credits opens the website in-app,,85,85,0,0,85,0,0,0,0,0,1.0000,0,0,passed,,
"user-menu-links-open-in-app-recvlhYTCHYh27.spec.ts :: User menu account links open in-app (recvlhYTCHYh27) > clicking Credits opens the internal browser panel, not the system browser",browser;navigation,359,348,0,0,359,2,9,2,9,11,1.0000,0,2,passed,2026-06-26T14:33:06Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
"user-menu-links-open-in-app-recvlhYTCHYh27.spec.ts :: User menu account links open in-app (recvlhYTCHYh27) > clicking Gift Card opens the internal browser panel, not the system browser",browser;navigation,231,231,0,0,231,0,0,0,0,0,1.0000,0,0,passed,,
visual.spec.ts :: Visual/UI Style Tests > code blocks render smoothly without flickering,app-shell,669,579,0,0,669,67,23,67,23,90,1.0000,49,18,passed,2026-06-25T18:13:33Z,Error: openSeededWorkspaceByName: chat-panel not found after click
visual.spec.ts :: Visual/UI Style Tests > dark mode toggle works correctly,app-shell,641,579,0,0,641,45,17,45,17,62,1.0000,33,12,passed,2026-06-28T05:50:20Z,Error: openSeededWorkspaceByName: chat-panel not found after click
visual.spec.ts :: Visual/UI Style Tests > sidebar nav has consistent width and border style,app-shell,633,579,0,0,633,42,12,42,12,54,1.0000,33,9,passed,2026-06-26T04:56:59Z,Error: openSeededWorkspaceByName: chat-panel not found after click
visual.spec.ts :: Visual/UI Style Tests > sidebar nav width remains consistent across different views,app-shell,637,579,0,0,637,41,17,41,17,58,1.0000,33,8,passed,2026-06-26T09:05:02Z,Error: openSeededWorkspaceByName: chat-panel not found after click
visual.spec.ts :: Visual/UI Style Tests > theme preset changes apply correctly,app-shell,636,579,0,0,636,42,15,42,15,57,1.0000,33,9,passed,2026-06-26T04:05:02Z,Error: openSeededWorkspaceByName: chat-panel not found after click
visual.spec.ts :: Visual/UI Style Tests > toolbar style matches current theme,app-shell,636,579,0,0,636,40,17,40,17,57,1.0000,33,7,passed,2026-06-26T02:28:54Z,Error: openSeededWorkspaceByName: chat-panel not found after click
visual.spec.ts :: Visual/UI Style Tests > UI elements have consistent border radius,app-shell,632,579,0,1,632,40,14,40,14,54,0.9983,34,6,passed,2026-06-10T21:46:04Z,Error: openSeededWorkspaceByName: chat-panel not found after click
"webhook-prepared-actions.spec.ts :: Floatboat Workflows > exports, imports, runs, and fail-closes sealed workflow packages",,2,1,0,0,2,1,0,1,0,1,1.0000,1,0,passed,2026-07-24T08:54:02Z,Error: page.evaluate: Error: Feature access denied: desktop.workflow.author.user (not_authenticated)
webhook-prepared-actions.spec.ts :: Floatboat Workflows > handles a Bilibili-style login-required workflow with retry and failure notification,,3,1,0,0,3,2,0,2,0,2,1.0000,2,0,passed,2026-07-24T08:54:02Z,Error: expect(locator).toContainText(expected) failed
webhook-prepared-actions.spec.ts :: Floatboat Workflows > keeps a background-workspace workflow offscreen while another workspace browser is visible,browser,5,1,0,0,5,1,3,1,3,4,1.0000,1,0,flaky,2026-07-24T08:54:02Z,"Error: electronApplication.evaluate: Execution context was destroyed, most likely because of a navigation."
webhook-prepared-actions.spec.ts :: Floatboat Workflows > keeps unchanged workflow files stable and reuses local details when switching back,,3,1,0,0,3,2,0,2,0,2,1.0000,2,0,passed,2026-07-24T08:54:02Z,Error: expect(locator).toContainText(expected) failed
webhook-prepared-actions.spec.ts :: Floatboat Workflows > lets an agent run a workflow that calls an agent step,,3,1,0,0,3,2,0,2,0,2,1.0000,2,0,passed,2026-07-24T08:54:02Z,Error: expect(received).toEqual(expected) <path> deep equality
webhook-prepared-actions.spec.ts :: Floatboat Workflows > requires confirmation before deleting a workflow file and removes it from the list,,7,1,0,0,7,1,5,1,5,6,1.0000,1,0,passed,2026-07-24T08:54:02Z,"Error: [e2e][isolation] failed to prepare test 28f51d15cc6495d13f1d-3a24818f650a4ad4d75b in pool reusable: page.evaluate: Target page, context or browser has been closed"
webhook-prepared-actions.spec.ts :: Floatboat Workflows > runs an agent-created workflow and closes the voice robot webhook loop,,3,1,0,0,3,2,0,2,0,2,1.0000,2,0,passed,2026-07-24T08:54:02Z,Error: expect(locator).toContainText(expected) failed
webhook-prepared-actions.spec.ts :: Floatboat Workflows > runs browser workflows on a hidden viewport without opening the browser panel,browser,2,1,0,0,2,1,0,1,0,1,1.0000,1,0,passed,2026-07-24T08:54:02Z,Error: page.evaluate: Error: Feature access denied: desktop.workflow.author.user (not_authenticated)
webhook-prepared-actions.spec.ts :: Floatboat Workflows > shows paid sealed workflow billing and fail-closed descriptor errors in Workflow management,,3,1,0,0,3,1,1,1,1,2,1.0000,1,0,passed,2026-07-24T08:54:02Z,Error: expect(locator).toBeVisible() failed
webhook-prepared-actions.spec.ts :: Floatboat Workflows > submits a source workflow to Store without adding a local sealed duplicate,,3,1,0,0,3,2,0,2,0,2,1.0000,2,0,passed,2026-07-24T08:54:02Z,Error: expect(locator).toBeVisible() failed
welcome-to-workspace.spec.ts :: Welcome to Workspace Flow > should display workspace panels after clicking start,onboarding,598,579,0,0,598,14,5,14,5,19,1.0000,14,0,passed,2026-06-11T03:33:03Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
welcome-to-workspace.spec.ts :: Welcome to Workspace Flow > should handle ErrorBoundary gracefully if workspace fails to load,onboarding,595,579,0,0,595,11,5,11,5,16,1.0000,11,0,passed,2026-06-11T03:33:03Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
welcome-to-workspace.spec.ts :: Welcome to Workspace Flow > should navigate from welcome page to workspace without React errors,onboarding,600,579,0,0,600,12,9,12,9,21,1.0000,11,1,passed,2026-06-26T07:18:12Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
welcome-to-workspace.spec.ts :: Welcome to Workspace Flow > should not trigger infinite render loop on workspace initialization,onboarding,600,579,0,0,600,12,9,12,9,21,1.0000,11,1,passed,2026-06-25T18:13:33Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
welcome-to-workspace.spec.ts :: Welcome to Workspace Flow > should preserve user-renamed workspace name after sending first message,onboarding,0,0,0,0,0,0,0,0,0,0,,0,0,skipped,,
welcome-workspace-focus.spec.ts :: Ctrl+T Creates New Session in Workspace > Ctrl+T creates new session even when focus is on app level,onboarding,634,579,0,0,634,40,15,40,15,55,1.0000,34,6,passed,2026-04-23T09:10:40Z,Error: expect(received).toBe(expected) <path> Object.is equality
welcome-workspace-focus.spec.ts :: Ctrl+T Creates New Session in Workspace > Ctrl+T creates new session when focus is on chat,onboarding,629,579,0,0,629,40,10,40,10,50,1.0000,34,6,passed,2026-04-23T09:10:40Z,TimeoutError: locator.click: Timeout 30000ms exceeded.
welcome-workspace-focus.spec.ts :: Ctrl+T Creates New Session in Workspace > Ctrl+T on welcome page still creates new welcome tab,onboarding,599,579,0,0,599,5,15,5,15,20,1.0000,1,4,passed,2026-06-25T23:01:29Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
welcome-workspace-focus.spec.ts :: Welcome to Workspace Focus > chat input receives focus after opening workspace from welcome,onboarding,639,579,0,0,639,43,17,43,17,60,1.0000,34,9,passed,2026-06-28T09:29:48Z,TimeoutError: locator.evaluate: Timeout 30000ms exceeded.
welcome-workspace-focus.spec.ts :: Welcome to Workspace Focus > focus area should be chat after opening workspace from welcome,onboarding,629,579,0,0,629,42,8,42,8,50,1.0000,34,8,passed,2026-06-26T04:05:02Z,Error: expect(locator).toBeVisible() failed
windows-main-window-surface-recvmFWqPAwlZh.spec.ts :: Windows main window compositor surface (recvmFWqPAwlZh) > renderer remains visible after fullscreen/resize transitions,app-shell,579,579,0,0,579,0,0,0,0,0,1.0000,0,0,passed,,
windows-my-documents-quick-access-recvnha0xRRjKT.spec.ts :: Windows My Documents quick access filtering (recvnha0xRRjKT) > filters legacy user-profile junctions while keeping real Known Folder paths,file-browser,579,579,0,0,579,0,0,0,0,0,1.0000,0,0,passed,,
workflow-action-reliability.spec.ts :: Workflow action reliability > reuse-only 缺少目标 tab 时请求用户操作且不创建重复标签,,3,1,0,0,3,2,0,2,0,2,1.0000,2,0,passed,2026-07-24T08:54:02Z,Error: expect(received).toBe(expected) <path> Object.is equality
workflow-action-reliability.spec.ts :: Workflow action reliability > 八类可靠性结果在真实 BrowserView、持久 effect 和 artifact 链路闭环,browser,3,1,0,0,3,2,0,2,0,2,1.0000,2,0,passed,2026-07-24T08:54:02Z,Error: expect(received).toMatchObject(expected)
workflow-artifact-in-app-navigation.spec.ts :: Workflow artifact in-app navigation > 只展示 public_deliverable 安全投影且不暴露本地打开或定位动作,,2,1,0,0,2,1,0,1,0,1,1.0000,1,0,passed,2026-07-24T08:54:02Z,Error: page.evaluate: Error: Feature access denied: desktop.workflow.author.user (not_authenticated)
workflow-artifact-in-app-navigation.spec.ts :: Workflow artifact in-app navigation > 打开进入端内 Preview，定位进入端内文件浏览器并选中文件,,1,0,0,0,1,1,0,1,0,1,,1,0,failed,2026-07-23T20:02:56Z,Error: expect(locator).toBeVisible() failed
workflow-feature-access-store-integration.spec.ts :: Workflow Marketplace account browse and signed install path > browses the Backend catalog and installs a verified package through production IPC and Host networking,,4,1,0,0,4,0,3,0,3,3,1.0000,0,0,passed,,"Error: page.evaluate: Target page, context or browser has been closed"
workflow-feature-access-store-integration.spec.ts :: Workflow Marketplace account browse and signed install path > filters a frozen owner final event before live delivery and preserves it only for owner continuation,,1,1,0,0,1,0,0,0,0,0,1.0000,0,0,passed,,
workflow-feature-access.spec.ts :: Workflow account authorization persistence > Account Erasure removes new authority while preserving only bounded started-Run settlement,,1,1,0,0,1,0,0,0,0,0,1.0000,0,0,passed,,
workflow-feature-access.spec.ts :: Workflow account authorization persistence > freezes the Agent MCP account subject so A cannot borrow B run or authoring access,,2,1,0,0,2,0,1,0,1,1,1.0000,0,0,passed,,Error: expect(received).toEqual(expected) <path> deep equality
"workflow-feature-access.spec.ts :: Workflow account authorization persistence > keeps export, submission, and install continuations encrypted and isolated across Desktop accounts",,2,1,0,0,2,1,0,1,0,1,1.0000,1,0,passed,2026-07-23T20:02:56Z,Error: expect(received).toMatchObject(expected)
workflow-feature-access.spec.ts :: Workflow account authorization persistence > keeps local source and sealed package capability-scoped across account switch,,1,1,0,0,1,0,0,0,0,0,1.0000,0,0,passed,,
workflow-feature-access.spec.ts :: Workflow account authorization persistence > preserves bounded started authority while capability changes only block later admissions,,1,1,0,0,1,0,0,0,0,0,1.0000,0,0,passed,,
workflow-feature-access.spec.ts :: Workflow account authorization persistence > restores a started Run continuation after account switch without exposing execution credentials,,2,1,0,0,2,1,0,1,0,1,1.0000,1,0,passed,2026-07-23T20:02:56Z,Error: expect(received).toMatchObject(expected)
workflow-feature-access.spec.ts :: Workflow account authorization persistence > 外部重命名后按新路径重新索引，并清理旧路径的 binding 与 schedule,calendar,2,1,0,0,2,1,0,1,0,1,1.0000,0,1,passed,2026-07-25T08:30:31Z,"Error: page.evaluate: Target page, context or browser has been closed"
workflow-feature-access.spec.ts :: Workflow capabilities denied > hides Workflow surfaces and rejects direct execution while keeping Webhook available,,2,1,0,0,2,1,0,1,0,1,1.0000,1,0,passed,2026-07-24T08:54:02Z,Error: expect(received).toMatchObject(expected)
workflow-feature-access.spec.ts :: Workflow capabilities denied > opens a read-only Workflow access state for an explicit install deep link,,2,1,0,0,2,1,0,1,0,1,1.0000,1,0,passed,2026-07-24T08:54:02Z,Error: expect(received).toMatchObject(expected)
workflow-feature-access.spec.ts :: Workflow capabilities enabled > clears the old projection before a new authenticated context is evaluated,,3,1,0,0,3,2,0,2,0,2,1.0000,2,0,passed,2026-07-24T08:54:02Z,Error: expect(received).toMatchObject(expected)
workflow-feature-access.spec.ts :: Workflow capabilities enabled > opens Workflows immediately when a package install deep link starts,,2,1,0,0,2,1,0,1,0,1,1.0000,1,0,passed,2026-07-24T08:54:02Z,Error: expect(received).toMatchObject(expected)
workflow-feature-access.spec.ts :: Workflow capabilities enabled > rejects unsupported app_event declarations without creating a Workflow,,2,1,0,0,2,1,0,1,0,1,1.0000,1,0,passed,2026-07-24T08:54:02Z,Error: expect(received).toMatchObject(expected)
workflow-feature-access.spec.ts :: Workflow capabilities enabled > rejects unsupported file declarations without creating a Workflow,,2,1,0,0,2,1,0,1,0,1,1.0000,1,0,passed,2026-07-24T08:54:02Z,Error: expect(received).toMatchObject(expected)
workflow-feature-access.spec.ts :: Workflow capabilities enabled > revokes webhook and schedule Workflow triggers after logout,calendar,1,1,0,0,1,0,0,0,0,0,1.0000,0,0,passed,,
workflow-feature-access.spec.ts :: Workflow capabilities enabled > shows Workflow management surfaces for an entitled internal user,,2,1,0,0,2,1,0,1,0,1,1.0000,1,0,passed,2026-07-24T08:54:02Z,Error: expect(locator).toBeVisible() failed
workflow-feature-access.spec.ts :: Workflow capabilities enabled > Workflow Store 深链使用 Host 网络下载并在传输失败后重试,,2,1,0,0,2,1,0,1,0,1,1.0000,1,0,passed,2026-07-23T20:02:56Z,Error: expect(locator).toBeVisible() failed
workflow-feature-access.spec.ts :: Workflow capabilities enabled > 外部修改本地源码后直接刷新并运行，不出现审核或认领门禁,,3,1,0,0,3,2,0,2,0,2,1.0000,2,0,passed,2026-07-24T08:54:02Z,Error: expect(received).toContain(expected) <path> indexOf
workflow-feature-access.spec.ts :: Workflow capabilities enabled > 自有 source Run 通过独立入口展开诊断并把键盘焦点移入诊断区,,2,1,0,0,2,1,0,1,0,1,1.0000,1,0,passed,2026-07-24T08:54:02Z,Error: page.evaluate: Error: Feature access denied: desktop.workflow.author.user (not_authenticated)
workflow-feature-access.spec.ts :: Workflow capability role: agent_author > projects the complete leaf matrix and canonical Agent tools,,3,1,0,0,3,2,0,2,0,2,1.0000,2,0,passed,2026-07-24T08:54:02Z,Error: expect(received).toMatchObject(expected)
