route_id,module_tags,total_runs,full_runs,full_failed_runs,full_flaky_runs,log_signal_runs,log_failed_runs,log_flaky_runs,failed_runs,flaky_runs,attempt_failures,pass_rate,failed_runs_macos,failed_runs_windows,last_outcome,last_failed_at,top_error_signature
chat-browser-recommendation-and-tab-sync.spec.ts :: Chat + Browser Recommendation/Sync Regressions > bug5: agent browser context should match current workspace tab,browser;chat,0,0,0,0,0,0,0,0,0,0,,0,0,skipped,,
chat-browser-recommendation-and-tab-sync.spec.ts :: Chat + Browser Recommendation/Sync Regressions > bug6: tab title should stay in sync with rendered page after automated navigation,browser;chat,711,579,0,13,711,73,72,73,72,145,0.9775,62,11,passed,2026-06-25T12:01:54Z,Error: expect(received).toContain(expected) <path> indexOf
chat-code-block-dark-mode.spec.ts :: Chat code block dark-mode readability (recvhoHk4UQsa5) > Shiki code block uses dark theme in dark mode (no github-light fallback),chat,623,579,0,1,623,31,14,31,14,45,0.9983,17,14,passed,2026-06-25T19:52:05Z,Error: expect(locator).toContainText(expected) failed
chat-combo-toolbar-single-line-recvpjb4hm7hrl.spec.ts :: Chat ComboBar action tools single-line layout (recvpjb4hm7hrl) > keeps the four ComboBar action buttons on one row in a narrow chat composer,chat,179,178,0,1,179,0,2,0,2,2,0.9944,0,0,passed,,TimeoutError: locator.click: Timeout 5000ms exceeded.
chat-combo-trigger-range-recvkJfCeQ9atD.spec.ts :: Chat Combo trigger range completion (recvkJfCeQ9atD) > shortcut Combo selection replaces the natural-language trigger and keeps prefix/suffix,chat,582,579,0,1,582,1,3,1,3,4,0.9983,1,0,passed,2026-07-23T16:30:37Z,Error: expect(received).toContain(expected) <path> indexOf
chat-copy-button-hover-stability.spec.ts :: Chat copy button hover stability (recvhBCMi78K0z) > user-message copy-group uses flex-row-reverse; agent-message uses row,chat,622,579,0,2,622,31,14,31,14,45,0.9965,16,15,passed,2026-06-28T06:47:46Z,Error: expect(locator).toContainText(expected) failed
chat-display-code-marker-filter-recvmAD5LudwoT-recvmBJwmbuqyL.spec.ts :: display-code marker filtering (recvmAD5LudwoT / recvmBJwmbuqyL) > removes chunked E3002 marker-only stream text while preserving structured config error state,chat,588,579,0,0,588,2,7,2,7,9,1.0000,0,2,passed,2026-06-29T15:25:18Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-display-code-marker-filter-recvmAD5LudwoT-recvmBJwmbuqyL.spec.ts :: display-code marker filtering (recvmAD5LudwoT / recvmBJwmbuqyL) > suppresses E5001 marker-only stream text while preserving structured network error state,chat,589,579,0,0,589,2,8,2,8,10,1.0000,0,2,passed,2026-06-29T15:25:18Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-draft-image-survives-file-browser-toggle-recvpY1oIPlb30.spec.ts :: 聊天图片草稿跨文件管理器切换保留 (recvpY1oIPlb30) > 打开文件管理器后保留同一会话的文字和图片附件草稿,chat,1,1,0,0,1,0,0,0,0,0,1.0000,0,0,passed,,
chat-drag-release-hint-recvkZi6ieQCxv.spec.ts :: Chat drag overlay release hint (recvkZi6ieQCxv) > release hint is shown while hovering the chat drop zone,chat,585,579,0,0,585,0,6,0,6,6,1.0000,0,0,passed,,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-edit-enter-confirm-resend-recvnVdueOc4qA.spec.ts :: Chat edit Enter confirm resend (recvnVdueOc4qA) > 编辑消息后连续按 Enter 会确认重发并替换为最新正文,chat,580,579,0,0,580,0,1,0,1,1,1.0000,0,0,passed,,TimeoutError: locator.click: Timeout 5000ms exceeded.
chat-edit-enter-save-recvlxKANS5zlh.spec.ts :: Chat edit Enter save (recvlxKANS5zlh / recvoGTIxXRu02) > 编辑框 input 后立刻按 Enter 仍提交最新正文并同步持久化消息,chat,444,444,0,0,444,0,0,0,0,0,1.0000,0,0,passed,,
chat-edit-enter-save-recvlxKANS5zlh.spec.ts :: Chat edit Enter save (recvlxKANS5zlh) > 编辑框 input 后立刻按 Enter 仍提交最新正文并同步持久化消息,chat,156,135,0,0,156,9,12,9,12,21,1.0000,5,4,passed,2026-06-29T15:25:18Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-edit-enter-save-recvmJAoQCgSSe.spec.ts :: Chat edit Enter save (recvmJAoQCgSSe) > 编辑框 input 后立刻按 Enter 保存并确认重发时使用最新正文,chat,580,579,0,1,580,0,2,0,2,2,0.9983,0,0,passed,,TimeoutError: electron.launch: Timeout 120000ms exceeded.
chat-edit-resend-context-truncation-recvjKRiZm8W1S.spec.ts :: Chat edit-resend context truncation (recvjKRiZm8W1S) > 编辑第二条用户消息后，重建上下文只含编辑后版本，不残留编辑前内容,chat,623,579,0,1,623,31,14,31,14,45,0.9983,16,15,passed,2026-06-26T04:05:02Z,Error: expect(locator).toContainText(expected) failed
chat-edit-resend-rewind-recvhulgBtKTfw.spec.ts :: Chat edit-and-resend rewind (recvhulgBtKTfw) > editing the 2nd user message drops its pre-edit version from the rebuilt context,chat,623,579,0,1,623,30,15,30,15,45,0.9983,16,14,passed,2026-06-28T06:47:46Z,Error: expect(locator).toContainText(expected) failed
chat-edit-resend-rewind-recvjKRiZm8W1S.spec.ts :: Chat edit-and-resend rewind by uuid anchor (recvjKRiZm8W1S) > truncateMessagesFromUuid drops the pre-edit turn even when the store timestamp drifts ahead of createdAt,chat,590,579,0,2,590,0,13,0,13,13,0.9965,0,0,passed,,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-edit-resend-rewind-recvjKRiZm8W1S.spec.ts :: Chat edit-and-resend rewind by uuid anchor (recvjKRiZm8W1S) > truncateMessagesFromUuid is a no-op when the anchor uuid is absent,chat,588,579,0,0,588,1,8,1,8,9,1.0000,0,1,passed,2026-06-26T07:18:12Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-error-handling.spec.ts :: Chat Error Handling > clears runtime activity when adapter startup fails after retry,chat,595,579,0,0,595,4,12,4,12,16,1.0000,1,3,passed,2026-07-11T14:54:45Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-error-handling.spec.ts :: Chat Error Handling > dismisses terminal timeout error without adding an E5002 system message,chat,592,579,0,0,592,5,8,5,8,13,1.0000,0,5,passed,2026-06-16T17:18:13Z,TimeoutError: locator.click: Timeout 30000ms exceeded.
chat-error-handling.spec.ts :: Chat Error Handling > error can be dismissed and chat continues to work,chat,634,579,0,0,634,44,11,44,11,55,1.0000,36,8,passed,2026-06-05T20:28:48Z,Error: openSeededWorkspaceByName: chat-panel not found after click
chat-error-handling.spec.ts :: Chat Error Handling > error message displays stably without flickering,chat,634,579,0,0,634,44,11,44,11,55,1.0000,36,8,passed,2026-06-05T20:28:48Z,Error: openSeededWorkspaceByName: chat-panel not found after click
chat-error-handling.spec.ts :: Chat Error Handling > failed user message does not expose a frontend retry button,chat,590,579,0,0,590,1,10,1,10,11,1.0000,0,1,passed,2026-06-26T09:05:02Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-error-handling.spec.ts :: Chat Error Handling > failed user message retry uses the standard resend flow instead of entering edit mode,chat,75,0,0,0,75,74,1,74,1,75,,54,20,failed,2026-06-10T21:46:04Z,Error: openSeededWorkspaceByName: chat-panel not found after click
chat-error-handling.spec.ts :: Chat Error Handling > free terminal network timeout shows diagnostics panel instead of upgrade modal,chat,579,579,0,0,579,0,0,0,0,0,1.0000,0,0,passed,,
chat-error-handling.spec.ts :: Chat Error Handling > handles auth token expiration inline without popup or retry panel,chat,631,579,0,0,631,46,6,46,6,52,1.0000,38,8,passed,2026-06-05T20:28:48Z,Error: openSeededWorkspaceByName: chat-panel not found after click
chat-error-handling.spec.ts :: Chat Error Handling > replaces status-only E9001 when structured access denied arrives later,chat,583,579,0,0,583,0,4,0,4,4,1.0000,0,0,passed,,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-error-handling.spec.ts :: Chat Error Handling > settles sending user message and shows E9001 when only agent_error arrives,chat,587,579,0,0,587,2,6,2,6,8,1.0000,0,2,passed,2026-06-28T09:29:48Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-error-handling.spec.ts :: Chat Error Handling > shows friendly message when network is disconnected,chat,634,579,0,0,634,44,11,44,11,55,1.0000,36,8,passed,2026-06-05T20:28:48Z,Error: openSeededWorkspaceByName: chat-panel not found after click
chat-error-handling.spec.ts :: Chat Error Handling > surfaces dispatch failure when send-time runtime restart fails after admission,chat,582,579,0,0,582,3,0,3,0,3,1.0000,2,1,passed,2026-07-15T17:38:42Z,Error: expect(received).rejects.toThrow(expected)
chat-error-handling.spec.ts :: Chat Error Handling > surfaces draft activation failure and restores input instead of waiting forever,chat,654,579,0,2,654,34,43,34,43,77,0.9965,32,2,passed,2026-06-26T07:06:55Z,Error: expect(locator).toContainText(expected) failed
chat-error-handling.spec.ts :: Chat Error Handling > surfaces E5002 when adapter dispatch succeeds but no turn progress arrives,chat,592,579,0,1,592,2,12,2,12,14,0.9983,0,2,passed,2026-06-26T07:18:12Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-error-handling.spec.ts :: Chat Error Handling > surfaces E5002 while adapter dispatch is still pending and no turn progress arrives,chat,594,579,0,0,594,3,12,3,12,15,1.0000,0,3,passed,2026-06-26T07:18:12Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-error-handling.spec.ts :: Chat Error Handling > surfaces E5003 when context compaction stays pending without result,chat,586,579,0,0,586,1,6,1,6,7,1.0000,0,1,passed,2026-06-26T04:56:59Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-error-handling.spec.ts :: Chat Error Handling > surfaces process crash fallback as visible chat feedback,chat,588,579,0,1,588,2,8,2,8,10,0.9983,2,0,passed,2026-06-16T18:03:38Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-error-panel-feedback-recvmMKgJwKl2G.spec.ts :: Chat error panel feedback (recvmMKgJwKl2G) > hides duplicate details and reports through the in-app support pipeline,chat,446,446,0,0,446,0,0,0,0,0,1.0000,0,0,passed,,
chat-error-panel-feedback-recvmMKgJwKl2G.spec.ts :: Chat error panel feedback (recvmMKgJwKl2G) > saves the support report locally when backend delivery fails without showing raw upload failure,chat,135,135,0,0,135,0,0,0,0,0,1.0000,0,0,passed,,
chat-error-panel-feedback-recvmMKgJwKl2G.spec.ts :: Chat error panel feedback (recvmMKgJwKl2G) > shows an understandable in-app failure message for true IPC failures,chat,135,135,0,0,135,0,0,0,0,0,1.0000,0,0,passed,,
chat-external-reason-no-e9001-recvpr40fDgelg.spec.ts :: Chat external failure explanation (recvpr40fDgelg) > clears generic E9001 after a completed turn already contains an explicit Agent reply,chat,1,1,0,0,1,0,0,0,0,0,1.0000,0,0,passed,,
chat-external-reason-no-e9001-recvpr40fDgelg.spec.ts :: Chat external failure explanation (recvpr40fDgelg) > keeps generic E9001 when the completed turn has no Agent reply,chat,1,1,0,0,1,0,0,0,0,0,1.0000,0,0,passed,,
chat-file-link-close-reveals-session-dir-recvneA7GxAZGB.spec.ts :: Chat file link preview close reveal (recvneA7GxAZGB) > closing a file opened from a chat link restores the file browser tab to that file directory,browser;chat,585,579,0,0,585,0,6,0,6,6,1.0000,0,0,passed,,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-file-link.spec.ts :: Chat File Link Click > clicking file:// link in agent message opens file in preview panel,chat,663,579,0,0,663,72,12,72,12,84,1.0000,50,22,passed,2026-07-22T12:42:51Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
chat-file-link.spec.ts :: Chat File Link Click > clicking file:// link with Chinese characters in display text renders correctly,chat,661,579,0,0,661,71,11,71,11,82,1.0000,49,22,passed,2026-07-22T12:42:51Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
chat-file-link.spec.ts :: Chat File Link Click > clicking generated artifact with Markdown syntax in path opens the real file,chat,619,579,0,1,619,27,14,27,14,41,0.9983,13,14,passed,2026-06-29T14:04:45Z,Error: expect(locator).toBeVisible() failed
chat-file-link.spec.ts :: Chat File Link Click > closing preview opened from chat file link preserves chat scroll position,chat,580,579,0,0,580,1,0,1,0,1,1.0000,0,1,passed,2026-07-22T12:42:51Z,Error: expect(locator).toBeVisible() failed
chat-file-path-scroll-recvpYDFFMLVDc.spec.ts :: Chat agent file path scroll (recvpYDFFMLVDc) > clicking a file path keeps the last message fully visible while preview opens,chat,1,1,0,0,1,0,0,0,0,0,1.0000,0,0,passed,,
chat-floating-header-banner-overlap-recvhNkf3dBARQ.spec.ts :: Chat floating header vs NetworkErrorBanner (recvhNkf3dBARQ) > banner has a non-transparent warning fill so the message is readable (not black-on-black),chat,594,579,0,0,594,2,13,2,13,15,1.0000,0,2,passed,2026-06-28T05:50:20Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-floating-header-banner-overlap-recvhNkf3dBARQ.spec.ts :: Chat floating header vs NetworkErrorBanner (recvhNkf3dBARQ) > floating header position is unaffected by banner toggling,chat,590,579,0,0,590,2,9,2,9,11,1.0000,2,0,passed,2026-06-05T22:31:38Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-floating-header-banner-overlap-recvhNkf3dBARQ.spec.ts :: Chat floating header vs NetworkErrorBanner (recvhNkf3dBARQ) > floating header sits above the banner; rects are vertically disjoint,chat,590,579,0,0,590,0,11,0,11,11,1.0000,0,0,passed,,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-generating-status-readability-recvmMDuIhGaBd.spec.ts :: Chat generating status readability (recvmMDuIhGaBd) > generating status card uses an opaque readable surface without backdrop bleed-through,chat,446,446,0,0,446,0,0,0,0,0,1.0000,0,0,passed,,
chat-hidden-file-browser-cwd-anchor-recvpg9287Oevu.spec.ts :: Chat hidden file browser cwd anchor (recvpg9287Oevu) > send payload keeps activePanelPath after the file browser panel is hidden,browser;chat,63,63,0,0,63,0,0,0,0,0,1.0000,0,0,passed,,
chat-history-load-retry-recvpUwofQeBBs.spec.ts :: chat history load retry (recvpUwofQeBBs) > keeps current messages and retries a failed older-page request,chat,1,1,0,0,1,0,0,0,0,0,1.0000,0,0,passed,,
chat-history-load-retry-recvpUwofQeBBs.spec.ts :: chat history load retry (recvpUwofQeBBs) > shows a retry action when the initial history load fails,chat,1,1,0,0,1,0,0,0,0,0,1.0000,0,0,passed,,
chat-history.spec.ts :: Chat History > conversation history persists after page reload,chat,0,0,0,0,0,0,0,0,0,0,,0,0,skipped,,
chat-history.spec.ts :: Chat History > displays conversations in correct chronological order,chat,640,579,0,0,640,48,13,48,13,61,1.0000,34,14,passed,2026-06-29T15:25:18Z,Error: openSeededWorkspaceByName: chat-panel not found after click
chat-history.spec.ts :: Chat History > displays timestamps in correct order,chat,634,579,0,0,634,44,11,44,11,55,1.0000,34,10,passed,2026-06-29T15:25:18Z,Error: openSeededWorkspaceByName: chat-panel not found after click
chat-history.spec.ts :: Chat History > preserves message order after session switch and return,chat,636,579,0,0,636,43,14,43,14,57,1.0000,33,10,passed,2026-06-29T06:49:32Z,Error: openSeededWorkspaceByName: chat-panel not found after click
"chat-iact-enter-key.spec.ts :: IACT Enter Key Behavior > after clicking IACT !add button, Enter sends message instead of inserting newline",chat,589,579,0,0,589,1,9,1,9,10,1.0000,0,1,passed,2026-06-26T04:56:59Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
"chat-iact-enter-key.spec.ts :: IACT Enter Key Behavior > after clicking IACT !add button, immediate Enter sends once instead of appending the same prompt again",chat,2,2,0,0,2,0,0,0,0,0,1.0000,0,0,passed,,
"chat-iact-enter-key.spec.ts :: IACT Enter Key Behavior > after clicking IACT !send button, Enter sends message instead of inserting newline",chat,595,579,0,0,595,2,14,2,14,16,1.0000,0,2,passed,2026-06-28T05:48:11Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-iact-enter-key.spec.ts :: IACT Enter Key Behavior > clicking an IACT !add follow-up returns focus to composer so physical Enter sends once,chat,445,445,0,0,445,0,0,0,0,0,1.0000,0,0,passed,,
"chat-iact.spec.ts :: IACT Click Behavior > clicking IACT !add button adds display text to input, ignoring parameter",chat,657,579,0,0,657,69,9,69,9,78,1.0000,50,19,passed,2026-06-08T17:03:03Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
"chat-iact.spec.ts :: IACT Click Behavior > clicking IACT !send button sends display text, ignoring parameter",chat,666,579,0,0,666,72,15,72,15,87,1.0000,49,23,passed,2026-06-26T04:28:22Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
chat-iact.spec.ts :: IACT Click Behavior > clicking IACT !send during automation approval sends immediately without queueing,automation;chat,589,579,0,0,589,4,6,4,6,10,1.0000,0,4,passed,2026-06-29T15:25:18Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-iact.spec.ts :: IACT Click Behavior > clicking IACT !send preserves an existing composer draft,chat,231,231,0,0,231,0,0,0,0,0,1.0000,0,0,passed,,
chat-iact.spec.ts :: IACT Click Behavior > clicking IACT without parameter sends display text correctly,chat,661,579,0,0,661,68,14,68,14,82,1.0000,49,19,passed,2026-06-08T17:03:03Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
chat-im-relay-runtime-binding-recvpZsYA9p4gP.spec.ts :: Chat IM relay runtime binding (recvpZsYA9p4gP) > continues the conversation after the user enables IM sync on a ready session,chat,26,26,0,0,26,0,0,0,0,0,1.0000,0,0,passed,,
chat-image-lightbox-fullscreen-recvj0.spec.ts :: Chat image lightbox fullscreen layer (recvj0VY04Exvn) > lightbox covers the viewport and remains above app fullscreen surfaces,chat,596,579,0,0,596,0,17,0,17,17,1.0000,0,0,passed,,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-image-lightbox-url-remint.spec.ts :: Chat image lightbox URL re-mint (recvhvspL5D9xa) > thumbnail click mints a fresh preview URL for the lightbox,chat,594,579,0,0,594,2,13,2,13,15,1.0000,1,1,passed,2026-05-20T16:27:17Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-image-send-payload.spec.ts :: Chat image send payload > does not expose frontend retry for a failed image-only user message,chat,592,579,0,1,592,1,13,1,13,14,0.9983,0,1,passed,2026-06-26T04:56:59Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-image-send-payload.spec.ts :: Chat image send payload > keeps image attachments on the same message when a legacy draft resolves to Floatboat on send,chat,598,579,0,0,598,11,8,11,8,19,1.0000,1,10,passed,2026-06-29T14:04:45Z,TimeoutError: locator.click: Timeout 30000ms exceeded.
chat-image-send-payload.spec.ts :: Chat image send payload > regenerates an image-only user turn with image paths and attachments,chat,585,579,0,0,585,2,4,2,4,6,1.0000,1,1,passed,2026-06-26T04:56:59Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-image-send-payload.spec.ts :: Chat image send payload > retries a failed image-only user message with image paths and attachments,chat,2,0,0,0,2,1,1,1,1,2,,1,0,failed,2026-06-06T00:34:32Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
chat-image-send-payload.spec.ts :: Chat image send payload > sends image paths and attachments on the same user message,chat,599,579,0,0,599,9,11,9,11,20,1.0000,0,9,passed,2026-06-25T10:42:02Z,TimeoutError: locator.click: Timeout 30000ms exceeded.
chat-inline-rate-limit-queue.spec.ts :: Chat inline auto-retry notice (recvhIh5VRoOti) > long-running auto retry stays direct and does not claim queue or upgrade state,chat,602,579,0,0,602,9,14,9,14,23,1.0000,5,4,passed,2026-06-16T23:35:48Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
"chat-inline-rate-limit-queue.spec.ts :: Chat inline auto-retry notice (recvhIh5VRoOti) > network-error auto retry surfaces as a retry notice above the input, not global error surfaces",chat,587,579,0,0,587,2,6,2,6,8,1.0000,1,1,passed,2026-06-26T04:56:59Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-inline-rate-limit-queue.spec.ts :: Chat inline auto-retry notice (recvhIh5VRoOti) > paid users see the same neutral retry notice without priority-lane copy,chat,601,579,0,0,601,7,15,7,15,22,1.0000,5,2,passed,2026-06-26T04:56:59Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-inline-rate-limit-queue.spec.ts :: Chat inline auto-retry notice (recvhIh5VRoOti) > rate-limit path also surfaces the same retry notice (kind-agnostic trigger),chat,597,579,0,0,597,6,12,6,12,18,1.0000,5,1,passed,2026-06-16T18:03:38Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-inline-rate-limit-queue.spec.ts :: Chat inline auto-retry notice (recvhIh5VRoOti) > true quota exhaustion still surfaces PaymentPromptModal (non-rate-limit path unchanged),chat,587,579,0,0,587,1,7,1,7,8,1.0000,0,1,passed,2026-06-26T04:28:22Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-inline-rate-limit-queue.spec.ts :: Chat inline rate-limit queue indicator (recvhIh5VRoOti) > free long-wait queue banner stays neutral and dismissible,chat,12,0,0,0,12,5,7,5,7,12,,1,4,flaky,2026-06-16T04:29:42Z,TimeoutError: locator.click: Timeout 30000ms exceeded.
chat-inline-rate-limit-queue.spec.ts :: Chat inline rate-limit queue indicator (recvhIh5VRoOti) > free long-wait queue banner switches to recovered execution copy,chat,50,0,0,0,50,37,13,37,13,50,,22,15,flaky,2026-06-12T19:11:32Z,Error: expect(locator).toBeVisible() failed
"chat-inline-rate-limit-queue.spec.ts :: Chat inline rate-limit queue indicator (recvhIh5VRoOti) > network-error silent retry surfaces as a banner above the input, not a global modal",chat,40,0,0,0,40,40,0,40,0,40,,26,14,failed,2026-06-11T04:03:35Z,Error: expect(locator).toBeVisible() failed
chat-inline-rate-limit-queue.spec.ts :: Chat inline rate-limit queue indicator (recvhIh5VRoOti) > paid long-wait queue banner does not expose paid-lane copy or raw retry backoff,chat,2,0,0,0,2,1,1,1,1,2,,1,0,flaky,2026-06-10T10:46:06Z,Error: expect(locator).toBeVisible() failed
chat-inline-rate-limit-queue.spec.ts :: Chat inline rate-limit queue indicator (recvhIh5VRoOti) > paid long-wait queue banner does not expose raw retry backoff as estimated start seconds,chat,39,0,0,0,39,37,2,37,2,39,,23,14,flaky,2026-06-11T04:03:35Z,Error: expect(locator).toBeVisible() failed
chat-inline-rate-limit-queue.spec.ts :: Chat inline rate-limit queue indicator (recvhIh5VRoOti) > rate-limit path also surfaces the same banner (kind-agnostic trigger),chat,38,0,0,0,38,33,5,33,5,38,,25,8,failed,2026-06-11T04:03:35Z,Error: expect(locator).toBeVisible() failed
chat-inline-rate-limit-queue.spec.ts :: Chat inline rate-limit queue indicator (recvhIh5VRoOti) > true quota exhaustion still surfaces PaymentPromptModal (non-rate-limit path unchanged),chat,7,0,0,0,7,4,3,4,3,7,,4,0,flaky,2026-06-10T16:18:59Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
chat-input-caret-autoscroll-recvmal1txc4gb.spec.ts :: chat input caret autoscroll (recvmAL1TXc4GB) > keeps the end caret visible after Shift+Enter and continued typing in an overflowing composer,chat,446,446,0,0,446,0,0,0,0,0,1.0000,0,0,passed,,
"chat-input-clipboard-mixed-content-recvnh5roeWqGI.spec.ts :: Chat input mixed clipboard content (recvnh5roeWqGI) > deletes, copies, cuts, pastes, and sends text plus dropped file references",chat,387,384,0,0,387,0,3,0,3,3,1.0000,0,0,flaky,,Error: expect(received).toBe(expected) <path> Object.is equality
chat-input-multi-file-paste-recvpYC3EhrfuP.spec.ts :: Chat input multi-file clipboard paste (recvpYC3EhrfuP) > preserves every system clipboard file when the paste event exposes only the first path,chat,1,1,0,0,1,0,0,0,0,0,1.0000,0,0,passed,,
chat-input-no-folder-selector.spec.ts :: Chat input composer (recvhC7vprXbYP) > composer toolbar has no folder-selector chip,chat,594,579,0,0,594,2,13,2,13,15,1.0000,1,1,passed,2026-06-26T04:56:59Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-input.spec.ts :: Chat Input Interactions > browser rich text drag into chat panel inserts text without file overlay,browser;chat,586,579,0,0,586,0,7,0,7,7,1.0000,0,0,passed,,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-input.spec.ts :: Chat Input Interactions > chat input toolbar browser button toggles the browser panel,browser;chat,627,579,0,0,627,38,10,38,10,48,1.0000,24,14,passed,2026-06-11T04:03:35Z,Error: expect(locator).toBeVisible() failed
chat-input.spec.ts :: Chat Input Interactions > chat input toolbar does not show removed browser tools toggle,browser;chat,632,579,0,0,632,42,11,42,11,53,1.0000,34,8,passed,2026-06-10T16:18:59Z,Error: openSeededWorkspaceByName: chat-panel not found after click
chat-input.spec.ts :: Chat Input Interactions > deleting text after file chip preserves the chip,chat,632,579,0,0,632,41,12,41,12,53,1.0000,33,8,passed,2026-04-23T09:10:40Z,Error: openSeededWorkspaceByName: chat-panel not found after click
chat-input.spec.ts :: Chat Input Interactions > file chip can be deleted with backspace when cursor is right after it,chat,629,579,0,0,629,43,7,43,7,50,1.0000,33,10,passed,2026-06-26T07:18:12Z,Error: openSeededWorkspaceByName: chat-panel not found after click
chat-input.spec.ts :: Chat Input Interactions > multiple file chips can coexist with text,chat,630,579,0,0,630,41,10,41,10,51,1.0000,33,8,passed,2026-04-23T09:10:40Z,Error: openSeededWorkspaceByName: chat-panel not found after click
chat-input.spec.ts :: Chat Input Interactions > text deletion prioritizes text over file chips,chat,635,579,0,0,635,41,15,41,15,56,1.0000,33,8,passed,2026-04-23T09:10:40Z,Error: openSeededWorkspaceByName: chat-panel not found after click
chat-lifecycle-trace-id.spec.ts :: Chat lifecycle trace id > composer trace id reaches adapter send payload without falling back to messageUuid,chat,579,579,0,0,579,0,0,0,0,0,1.0000,0,0,passed,,
chat-long-history-5000-characterization.spec.ts :: 5000-message long chat characterization > freezes deterministic raw/projected order and current non-virtualized behavior,chat,15,13,0,1,15,1,2,1,2,3,0.9231,1,0,passed,2026-07-22T15:42:13Z,"Error: EBUSY: resource busy or locked, rmdir '<path>"
chat-long-history-pagination-recvoS04vMGh73.spec.ts :: long chat history pagination (recvoS04vMGh73) > loads older same-createdAt messages when scrolling to the top,chat,143,139,0,2,143,0,6,0,6,7,0.9856,0,0,passed,,"Error: EBUSY: resource busy or locked, rmdir '<path>"
chat-long-history-same-turn-pagination-recvqbT0Bszb9I.spec.ts :: same-turn long chat history pagination (recvqbT0Bszb9I) > preserves every persisted assistant row that shares one messageUuid,chat,2,2,0,0,2,0,0,0,0,0,1.0000,0,0,passed,,
chat-maintenance-notice-boundary-recvoYEPgOg2eJ.spec.ts :: Client maintenance notice chat boundary (recvoYEPgOg2eJ) > downgrades leaked English and Chinese maintenance prompts to blockquotes,chat,230,230,0,0,230,0,0,0,0,0,1.0000,0,0,passed,,
chat-malformed-emphasis-recvkHEORDxMAg.spec.ts :: Chat malformed emphasis (recvkHEORDxMAg) > 畸形星号按普通文本收敛，合法 Markdown 与公式保持可用,chat,1,1,0,0,1,0,0,0,0,0,1.0000,0,0,passed,,
chat-manual-interrupt-context-recvmkAb5vwtS3.spec.ts :: manual interrupt context event (recvmkAb5vwtS3) > next send includes one user-interrupted event and later sends do not repeat it,chat,385,385,0,0,385,0,0,0,0,0,1.0000,0,0,passed,,
chat-markdown-rendering-bug019.spec.ts :: Chat Markdown rendering (BUG-019) > renders structured agent Markdown without exposing source markers,chat,579,579,0,0,579,0,0,0,0,0,1.0000,0,0,passed,,
chat-mention.spec.ts :: Chat @ Mention Popup > arrow keys navigate mention popup items,chat,643,579,0,0,643,57,7,57,7,64,1.0000,45,12,passed,2026-06-26T07:18:12Z,TimeoutError: locator.click: Timeout 30000ms exceeded.
chat-mention.spec.ts :: Chat @ Mention Popup > clicking outside closes mention popup,chat,650,579,0,0,650,55,16,55,16,71,1.0000,45,10,passed,2026-06-28T06:47:46Z,TimeoutError: locator.click: Timeout 30000ms exceeded.
