route_id,platform,module_tags,total_runs,full_runs,full_failed_runs,full_flaky_runs,log_signal_runs,log_failed_runs,log_flaky_runs,failed_runs,flaky_runs,attempt_failures,pass_rate,last_outcome,last_failed_at,top_error_signature
browser-force-desktop-viewport-pan-recvoFYvIe4idm.spec.ts :: Browser forced desktop viewport horizontal pan (recvoFYvIe4idm) > narrow forced desktop viewport can pan to the right and disables pan when the setting is off,windows,browser,2,1,0,0,2,1,0,1,0,1,1.0000,passed,2026-07-09T06:29:05Z,Error: expect(received).toMatchObject(expected)
browser-force-desktop-viewport.spec.ts :: Browser Settings - Force Desktop Viewport > toggle exists in browser settings and can be enabled,macos,browser,157,147,0,1,157,10,1,10,1,11,0.9932,passed,2026-06-11T03:33:03Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
browser-force-desktop-viewport.spec.ts :: Browser Settings - Force Desktop Viewport > toggle exists in browser settings and can be enabled,windows,browser,134,98,0,4,134,4,36,4,36,40,0.9592,passed,2026-06-28T09:29:48Z,Error: Timed out waiting for popup menu window
browser-fullscreen-toggle-recvoAYgoBHKLe.spec.ts :: Browser fullscreen toggle (recvoAYgoBHKLe) > browser fullscreen event enters fullscreen and toggle or ESC exits with chrome restored,macos,browser,64,64,0,0,64,0,0,0,0,0,1.0000,passed,,
browser-fullscreen-toggle-recvoAYgoBHKLe.spec.ts :: Browser fullscreen toggle (recvoAYgoBHKLe) > browser fullscreen event enters fullscreen and toggle or ESC exits with chrome restored,windows,browser,46,46,0,0,46,0,0,0,0,0,1.0000,passed,,
browser-input-shield-ready-recvnVdxDRPQOA.spec.ts :: browser input shield readiness (recvnVdxDRPQOA) > AI-claimed browser content keeps one native page view and a loaded transparent shield window,macos,browser,147,147,0,0,147,0,0,0,0,0,1.0000,passed,,
browser-input-shield-ready-recvnVdxDRPQOA.spec.ts :: browser input shield readiness (recvnVdxDRPQOA) > AI-claimed browser content keeps one native page view and a loaded transparent shield window,windows,browser,98,98,0,0,98,0,0,0,0,0,1.0000,passed,,
browser-journeys.spec.ts :: Browser Journeys (Routes) > workspace -> browser panel -> address bar suggestions from history and bookmarks,macos,browser,147,147,0,0,147,0,0,0,0,0,1.0000,passed,,
browser-journeys.spec.ts :: Browser Journeys (Routes) > workspace -> browser panel -> address bar suggestions from history and bookmarks,windows,browser,114,98,0,0,114,4,12,4,12,16,1.0000,passed,2026-06-28T09:29:48Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
browser-journeys.spec.ts :: Browser Journeys (Routes) > workspace -> browser panel -> enter fullscreen from popup menu -> toolbar hidden -> exit with ESC,macos,browser,0,0,0,0,0,0,0,0,0,0,,skipped,,
browser-journeys.spec.ts :: Browser Journeys (Routes) > workspace -> browser panel -> enter fullscreen from popup menu -> toolbar hidden -> exit with ESC,windows,browser,0,0,0,0,0,0,0,0,0,0,,skipped,,
browser-journeys.spec.ts :: Browser Journeys (Routes) > workspace -> browser panel -> open bookmarks from toolbar icon,macos,browser,148,147,0,0,148,0,1,0,1,1,1.0000,passed,,Error: Timed out waiting for bookmarks panel window
browser-journeys.spec.ts :: Browser Journeys (Routes) > workspace -> browser panel -> open bookmarks from toolbar icon,windows,browser,129,98,0,8,129,7,32,7,32,39,0.9184,passed,2026-07-03T07:15:03Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
browser-journeys.spec.ts :: Browser Journeys (Routes) > workspace -> browser panel -> open settings via popup menu (main process),macos,browser,192,147,0,0,192,44,1,44,1,45,1.0000,passed,2026-06-11T03:33:03Z,Error: expect(locator).toBeVisible() failed
browser-journeys.spec.ts :: Browser Journeys (Routes) > workspace -> browser panel -> open settings via popup menu (main process),windows,browser,142,98,1,4,142,12,37,12,37,54,0.9490,passed,2026-07-09T22:26:53Z,Error: expect(locator).toBeVisible() failed
browser-journeys.spec.ts :: Browser Journeys (Routes) > workspace -> first browser panel open -> import guidance shows interactive import choices,macos,browser,147,147,0,0,147,0,0,0,0,0,1.0000,passed,,
browser-journeys.spec.ts :: Browser Journeys (Routes) > workspace -> first browser panel open -> import guidance shows interactive import choices,windows,browser,108,98,0,0,108,5,5,5,5,10,1.0000,passed,2026-06-26T07:18:12Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
browser-journeys.spec.ts :: Browser Journeys (Routes) > workspace -> first browser panel open -> skip import guidance,macos,browser,147,147,0,0,147,0,0,0,0,0,1.0000,passed,,
browser-journeys.spec.ts :: Browser Journeys (Routes) > workspace -> first browser panel open -> skip import guidance,windows,browser,110,98,0,0,110,3,9,3,9,12,1.0000,passed,2026-06-28T06:47:46Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
browser-leftmost-collapsed-sidebar-toggle-recvkYrUrn0PpV.spec.ts :: browser leftmost + collapsed sidebar toggle (recvkYrUrn0PpV) > reserve is not applied when the browser is not the leftmost panel,macos,browser,147,147,0,0,147,0,0,0,0,0,1.0000,passed,,
browser-leftmost-collapsed-sidebar-toggle-recvkYrUrn0PpV.spec.ts :: browser leftmost + collapsed sidebar toggle (recvkYrUrn0PpV) > reserve is not applied when the browser is not the leftmost panel,windows,browser,107,98,0,0,107,0,9,0,9,9,1.0000,passed,,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
browser-leftmost-collapsed-sidebar-toggle-recvkYrUrn0PpV.spec.ts :: browser leftmost + collapsed sidebar toggle (recvkYrUrn0PpV) > show-sidebar-button stays above the native browser view when browser is leftmost,macos,browser,156,147,0,0,156,9,0,9,0,9,1.0000,passed,2026-06-16T02:41:48Z,Error: Timeout 10000ms exceeded while waiting on the predicate
browser-leftmost-collapsed-sidebar-toggle-recvkYrUrn0PpV.spec.ts :: browser leftmost + collapsed sidebar toggle (recvkYrUrn0PpV) > show-sidebar-button stays above the native browser view when browser is leftmost,windows,browser,110,98,0,0,110,1,11,1,11,12,1.0000,passed,2026-06-25T23:01:29Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
browser-load-error-state-recvoMMeZhHQmO.spec.ts :: browser load error state (recvoMMeZhHQmO) > shows a retryable error state instead of a blank native view when page load fails,macos,browser,27,27,0,0,27,0,0,0,0,0,1.0000,passed,,
browser-load-error-state-recvoMMeZhHQmO.spec.ts :: browser load error state (recvoMMeZhHQmO) > shows a retryable error state instead of a blank native view when page load fails,windows,browser,23,23,0,0,23,0,0,0,0,0,1.0000,passed,,
"browser-load-failure-auto-recovery-recvmLLwSPj3Ac.spec.ts :: Browser load failure auto recovery (recvmLLwSPj3Ac, recvozMK6cq8Nq) > continues bounded automatic retries while a transient outage is still recovering",macos,browser,64,64,0,0,64,0,0,0,0,0,1.0000,passed,,
"browser-load-failure-auto-recovery-recvmLLwSPj3Ac.spec.ts :: Browser load failure auto recovery (recvmLLwSPj3Ac, recvozMK6cq8Nq) > continues bounded automatic retries while a transient outage is still recovering",windows,browser,46,46,0,0,46,0,0,0,0,0,1.0000,passed,,
"browser-load-failure-auto-recovery-recvmLLwSPj3Ac.spec.ts :: Browser load failure auto recovery (recvmLLwSPj3Ac, recvozMK6cq8Nq) > recovers transient main-frame failures without a manual refresh",macos,browser,64,64,0,0,64,0,0,0,0,0,1.0000,passed,,
"browser-load-failure-auto-recovery-recvmLLwSPj3Ac.spec.ts :: Browser load failure auto recovery (recvmLLwSPj3Ac, recvozMK6cq8Nq) > recovers transient main-frame failures without a manual refresh",windows,browser,46,46,0,0,46,0,0,0,0,0,1.0000,passed,,
browser-load-failure-auto-recovery-recvmLLwSPj3Ac.spec.ts :: Browser load failure auto recovery (recvmLLwSPj3Ac) > recovers transient main-frame failures without a manual refresh,macos,browser,83,83,0,0,83,0,0,0,0,0,1.0000,passed,,
browser-load-failure-auto-recovery-recvmLLwSPj3Ac.spec.ts :: Browser load failure auto recovery (recvmLLwSPj3Ac) > recovers transient main-frame failures without a manual refresh,windows,browser,53,52,0,0,53,1,0,1,0,1,1.0000,passed,2026-06-25T22:56:12Z,Error: expect(received).toBe(expected) <path> Object.is equality
browser-notification-overlay-recvnVdtx1AdMF.spec.ts :: Browser native view is hidden behind global notification overlays (recvnVdtx1AdMF) > downloaded update notification detaches the browser WebContentsView until dismissed,macos,browser,82,82,0,0,82,0,0,0,0,0,1.0000,passed,,
browser-notification-overlay-recvnVdtx1AdMF.spec.ts :: Browser native view is hidden behind global notification overlays (recvnVdtx1AdMF) > downloaded update notification detaches the browser WebContentsView until dismissed,windows,browser,51,51,0,0,51,0,0,0,0,0,1.0000,passed,,
browser-notification-overlay-recvnVdtx1AdMF.spec.ts :: Browser native view is hidden behind global notification overlays (recvnVdtx1AdMF) > system notification toast detaches the browser WebContentsView until dismissed,macos,browser,82,82,0,0,82,0,0,0,0,0,1.0000,passed,,
browser-notification-overlay-recvnVdtx1AdMF.spec.ts :: Browser native view is hidden behind global notification overlays (recvnVdtx1AdMF) > system notification toast detaches the browser WebContentsView until dismissed,windows,browser,53,51,0,1,53,0,3,0,3,3,0.9804,passed,,Error: expect(received).toBe(expected) <path> Object.is equality
browser-notification-overlay-recvnVdtx1AdMF.spec.ts :: Browser native view is hidden behind global notification overlays (recvnVdtx1AdMF/recvoB7BDhIXl8) > downloaded update notification detaches the browser WebContentsView until dismissed,macos,browser,65,65,0,1,65,0,1,0,1,1,0.9846,passed,,Error: expect(received).toBe(expected) <path> Object.is equality
browser-notification-overlay-recvnVdtx1AdMF.spec.ts :: Browser native view is hidden behind global notification overlays (recvnVdtx1AdMF/recvoB7BDhIXl8) > downloaded update notification detaches the browser WebContentsView until dismissed,windows,browser,47,47,0,0,47,0,0,0,0,0,1.0000,passed,,
browser-notification-overlay-recvnVdtx1AdMF.spec.ts :: Browser native view is hidden behind global notification overlays (recvnVdtx1AdMF/recvoB7BDhIXl8) > force update modal detaches the browser WebContentsView while blocking the app,macos,browser,66,65,0,0,66,0,1,0,1,1,1.0000,passed,,Error: expect(received).toBeGreaterThan(expected)
browser-notification-overlay-recvnVdtx1AdMF.spec.ts :: Browser native view is hidden behind global notification overlays (recvnVdtx1AdMF/recvoB7BDhIXl8) > force update modal detaches the browser WebContentsView while blocking the app,windows,browser,47,47,0,0,47,0,0,0,0,0,1.0000,passed,,
browser-notification-overlay-recvnVdtx1AdMF.spec.ts :: Browser native view is hidden behind global notification overlays (recvnVdtx1AdMF/recvoB7BDhIXl8) > system notification toast detaches the browser WebContentsView until dismissed,macos,browser,65,65,0,0,65,0,0,0,0,0,1.0000,passed,,
browser-notification-overlay-recvnVdtx1AdMF.spec.ts :: Browser native view is hidden behind global notification overlays (recvnVdtx1AdMF/recvoB7BDhIXl8) > system notification toast detaches the browser WebContentsView until dismissed,windows,browser,48,47,0,0,48,0,1,0,1,1,1.0000,passed,,Error: expect(received).toBe(expected) <path> Object.is equality
browser-panel-toggle-detach-recvmAxP5iK2eZ.spec.ts :: browser panel sibling toggles (recvmAxP5iK2eZ) > closing browser after toggling sibling panels removes the native browser view,macos,browser,168,147,0,0,168,21,0,21,0,21,1.0000,passed,2026-06-25T12:01:54Z,Error: expect(received).toBeGreaterThan(expected)
browser-panel-toggle-detach-recvmAxP5iK2eZ.spec.ts :: browser panel sibling toggles (recvmAxP5iK2eZ) > closing browser after toggling sibling panels removes the native browser view,windows,browser,116,98,0,0,116,9,9,9,9,18,1.0000,passed,2026-06-28T06:47:46Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
browser-profile-import.spec.ts :: Browser profile import > discovers local browser profiles before manual folder selection,macos,browser,147,147,0,1,147,0,1,0,1,1,0.9932,passed,,Error: Timed out waiting for popup menu window
browser-profile-import.spec.ts :: Browser profile import > discovers local browser profiles before manual folder selection,windows,browser,135,98,0,1,135,30,8,30,8,38,0.9898,passed,2026-06-29T15:42:49Z,Error: expect(locator).toBeVisible() failed
browser-profile-import.spec.ts :: Browser profile import > shows Safari Full Disk Access guidance when protected profile data cannot be read,macos,browser,148,147,0,1,148,0,2,0,2,2,0.9932,passed,,Error: expect(locator).toBeVisible() failed
browser-profile-import.spec.ts :: Browser profile import > shows Safari Full Disk Access guidance when protected profile data cannot be read,windows,browser,0,0,0,0,0,0,0,0,0,0,,skipped,,
browser-profile-import.spec.ts :: Browser profile import > updates the selected browser configuration without creating a new one,macos,browser,148,147,0,1,148,0,2,0,2,2,0.9932,passed,,Error: expect(locator).toBeVisible() failed
browser-profile-import.spec.ts :: Browser profile import > updates the selected browser configuration without creating a new one,windows,browser,100,98,0,3,100,0,5,0,5,5,0.9694,passed,,Error: Timed out waiting for popup menu window
browser-settings-responsive-recvnwcRaoh31O.spec.ts :: Browser settings responsive layout (recvnwcRaoh31O) > stacks setting controls when the browser panel is manually narrowed,macos,browser,147,147,0,0,147,0,0,0,0,0,1.0000,passed,,
browser-settings-responsive-recvnwcRaoh31O.spec.ts :: Browser settings responsive layout (recvnwcRaoh31O) > stacks setting controls when the browser panel is manually narrowed,windows,browser,98,98,0,0,98,0,0,0,0,0,1.0000,passed,,
browser-settings-return-rec20260623-0552.spec.ts :: Browser settings return restores WebContentsView (recvnl8u5fXlXM) > reattaches the webpage after returning from Browser settings despite a late internal-page hide,macos,browser,148,147,0,5,148,0,6,0,6,6,0.9660,passed,,Error: expect(locator).toBeVisible() failed
browser-settings-return-rec20260623-0552.spec.ts :: Browser settings return restores WebContentsView (recvnl8u5fXlXM) > reattaches the webpage after returning from Browser settings despite a late internal-page hide,windows,browser,99,98,0,1,99,0,2,0,2,2,0.9898,passed,,Error: expect(locator).toBeVisible() failed
browser-tab-close-panel-overflow-rec27a0Ih242yr.spec.ts :: browser tab close layout (rec27a0Ih242yr) > closing a non-active tab does not affect the visible browser panel,macos,browser,149,147,0,0,149,0,2,0,2,2,1.0000,passed,,TimeoutError: locator.click: Timeout 10000ms exceeded.
browser-tab-close-panel-overflow-rec27a0Ih242yr.spec.ts :: browser tab close layout (rec27a0Ih242yr) > closing a non-active tab does not affect the visible browser panel,windows,browser,107,98,0,0,107,1,8,1,8,9,1.0000,passed,2026-06-28T06:47:46Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
browser-tab-close-panel-overflow-rec27a0Ih242yr.spec.ts :: browser tab close layout (rec27a0Ih242yr) > closing active tab does not hide or corrupt the browser panel,macos,browser,149,147,0,0,149,0,2,0,2,2,1.0000,passed,,TimeoutError: locator.click: Timeout 10000ms exceeded.
browser-tab-close-panel-overflow-rec27a0Ih242yr.spec.ts :: browser tab close layout (rec27a0Ih242yr) > closing active tab does not hide or corrupt the browser panel,windows,browser,109,98,0,0,109,0,11,0,11,11,1.0000,passed,,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
browser-view-blank-on-resume-rec27dBUKqXujG.spec.ts :: Browser view blank after resume (rec27dBUKqXujG) > agent-created background tab keeps the visible browser view attached,macos,browser,151,147,0,0,151,0,4,0,4,4,1.0000,passed,,Error: expect(received).toBe(expected) <path> Object.is equality
browser-view-blank-on-resume-rec27dBUKqXujG.spec.ts :: Browser view blank after resume (rec27dBUKqXujG) > agent-created background tab keeps the visible browser view attached,windows,browser,122,98,0,0,122,8,16,8,16,24,1.0000,passed,2026-06-28T09:29:48Z,Error: expect(received).toBe(expected) <path> Object.is equality
browser-view-blank-on-resume-rec27dBUKqXujG.spec.ts :: Browser view blank after resume (rec27dBUKqXujG) > browser panel survives layout bounds churn before workspace round-trip,macos,browser,151,147,0,0,151,0,4,0,4,4,1.0000,passed,,TimeoutError: locator.click: Timeout 10000ms exceeded.
browser-view-blank-on-resume-rec27dBUKqXujG.spec.ts :: Browser view blank after resume (rec27dBUKqXujG) > browser panel survives layout bounds churn before workspace round-trip,windows,browser,117,98,0,0,117,5,14,5,14,19,1.0000,passed,2026-06-28T06:47:46Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
browser-view-blank-on-resume-rec27dBUKqXujG.spec.ts :: Browser view blank after resume (rec27dBUKqXujG) > browser panel survives workspace round-trip without losing its active tab,macos,browser,148,147,0,0,148,0,1,0,1,1,1.0000,passed,,TimeoutError: locator.click: Timeout 10000ms exceeded.
browser-view-blank-on-resume-rec27dBUKqXujG.spec.ts :: Browser view blank after resume (rec27dBUKqXujG) > browser panel survives workspace round-trip without losing its active tab,windows,browser,120,98,0,0,120,5,17,5,17,22,1.0000,passed,2026-06-28T09:29:48Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
browser-view-blank-on-resume-rec27dBUKqXujG.spec.ts :: Browser view blank after resume (rec27dBUKqXujG) > browser panel toggle off→on still works after workspace round-trip,macos,browser,152,147,0,0,152,1,4,1,4,5,1.0000,passed,2026-06-05T22:38:10Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
browser-view-blank-on-resume-rec27dBUKqXujG.spec.ts :: Browser view blank after resume (rec27dBUKqXujG) > browser panel toggle off→on still works after workspace round-trip,windows,browser,106,98,0,0,106,0,8,0,8,8,1.0000,passed,,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
browser-view-blank-on-resume-rec27dBUKqXujG.spec.ts :: Browser view blank after resume (rec27dBUKqXujG) > focus return re-attaches the active browser view if its native child was detached,macos,browser,147,147,0,0,147,0,0,0,0,0,1.0000,passed,,
browser-view-blank-on-resume-rec27dBUKqXujG.spec.ts :: Browser view blank after resume (rec27dBUKqXujG) > focus return re-attaches the active browser view if its native child was detached,windows,browser,118,98,0,0,118,13,7,13,7,20,1.0000,passed,2026-06-28T09:29:48Z,Error: expect(received).toBe(expected) <path> Object.is equality
browser-view-blank-on-resume-rec27dBUKqXujG.spec.ts :: Browser view blank after resume (rec27dBUKqXujG) > workspace switcher dropdown does not hide the browser view,macos,browser,151,147,0,0,151,0,4,0,4,4,1.0000,passed,,TimeoutError: locator.click: Timeout 10000ms exceeded.
browser-view-blank-on-resume-rec27dBUKqXujG.spec.ts :: Browser view blank after resume (rec27dBUKqXujG) > workspace switcher dropdown does not hide the browser view,windows,browser,108,98,0,0,108,1,9,1,9,10,1.0000,passed,2026-06-26T04:05:02Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
browser-view-bounds-anchor-recvnqeP3loXwL.spec.ts :: browser native bounds anchor (recvnqeP3loXwL) > over-wide renderer bounds are cropped without moving the WebContentsView left edge,macos,browser,147,147,0,0,147,0,0,0,0,0,1.0000,passed,,
browser-view-bounds-anchor-recvnqeP3loXwL.spec.ts :: browser native bounds anchor (recvnqeP3loXwL) > over-wide renderer bounds are cropped without moving the WebContentsView left edge,windows,browser,98,98,0,1,98,0,1,0,1,1,0.9898,passed,,Error: expect(received).toBeGreaterThanOrEqual(expected)
browser-view-zorder-on-restore-recvm1Q3IdEpDY.spec.ts :: Browser view z-order wrong after minimize/restore on non-workspace page (recvm1Q3IdEpDY) > detaches the browser view when the Combo Store system page is foreground (recvmMZRLNMvpB),macos,browser,147,147,0,0,147,0,0,0,0,0,1.0000,passed,,
browser-view-zorder-on-restore-recvm1Q3IdEpDY.spec.ts :: Browser view z-order wrong after minimize/restore on non-workspace page (recvm1Q3IdEpDY) > detaches the browser view when the Combo Store system page is foreground (recvmMZRLNMvpB),windows,browser,98,98,0,0,98,0,0,0,0,0,1.0000,passed,,
browser-view-zorder-on-restore-recvm1Q3IdEpDY.spec.ts :: Browser view z-order wrong after minimize/restore on non-workspace page (recvm1Q3IdEpDY) > does not re-attach the browser view on restore while a non-workspace page is foreground,macos,browser,147,147,0,0,147,0,0,0,0,0,1.0000,passed,,
browser-view-zorder-on-restore-recvm1Q3IdEpDY.spec.ts :: Browser view z-order wrong after minimize/restore on non-workspace page (recvm1Q3IdEpDY) > does not re-attach the browser view on restore while a non-workspace page is foreground,windows,browser,124,98,0,0,124,14,12,14,12,26,1.0000,passed,2026-06-28T09:29:48Z,Error: expect(received).toBe(expected) <path> Object.is equality
browser-view-zorder-on-restore-recvm1Q3IdEpDY.spec.ts :: Browser view z-order wrong after minimize/restore on non-workspace page (recvm1Q3IdEpDY) > restores the browser view on the normal minimize/restore path while the workspace stays foreground,macos,browser,147,147,0,0,147,0,0,0,0,0,1.0000,passed,,
browser-view-zorder-on-restore-recvm1Q3IdEpDY.spec.ts :: Browser view z-order wrong after minimize/restore on non-workspace page (recvm1Q3IdEpDY) > restores the browser view on the normal minimize/restore path while the workspace stays foreground,windows,browser,122,98,0,0,122,7,17,7,17,24,1.0000,passed,2026-06-28T06:47:46Z,Error: expect(received).toBe(expected) <path> Object.is equality
browser-webcontent-preview-boundary-recvnnjyLaC2tB.spec.ts :: Browser WebContent preview boundary (recvnnjyLaC2tB) > clips native WebContentsView to the BrowserPanel anchor when preview expansion squeezes the layout,macos,browser,73,68,0,7,73,0,12,0,12,12,0.8971,passed,,"Error: {""anchorLeft"":639.640625,""previewRight"":681.640625,""expectedWidth"":760,""nativeLeft"":640,""nativeRight"":1400,""nativeWidth"":760,""contentWidth"":1400}"
browser-webcontent-preview-boundary-recvnnjyLaC2tB.spec.ts :: Browser WebContent preview boundary (recvnnjyLaC2tB) > clips native WebContentsView to the BrowserPanel anchor when preview expansion squeezes the layout,windows,browser,58,48,1,0,58,9,2,9,2,13,0.9792,passed,2026-07-08T17:13:19Z,Error: expect(received).toBe(expected) <path> Object.is equality
browser-window-open-navigation.spec.ts :: Browser window.open navigation > page window.open creates one target tab without replacing the source tab,macos,browser,147,147,0,0,147,0,0,0,0,0,1.0000,passed,,
browser-window-open-navigation.spec.ts :: Browser window.open navigation > page window.open creates one target tab without replacing the source tab,windows,browser,121,98,0,0,121,9,14,9,14,23,1.0000,passed,2026-06-29T15:27:20Z,Error: expect(received).toBe(expected) <path> Object.is equality
browser-workspace-identities.spec.ts :: Browser workspace identities > new workspaces use isolated browser state after the default is changed,macos,browser,147,147,0,0,147,0,0,0,0,0,1.0000,passed,,
browser-workspace-identities.spec.ts :: Browser workspace identities > new workspaces use isolated browser state after the default is changed,windows,browser,99,98,0,0,99,0,1,0,1,1,1.0000,passed,,
browser-workspace-identities.spec.ts :: Browser workspace identities > new workspaces use the default shared browser state by default,macos,browser,147,147,0,0,147,0,0,0,0,0,1.0000,passed,,
browser-workspace-identities.spec.ts :: Browser workspace identities > new workspaces use the default shared browser state by default,windows,browser,100,98,0,0,100,0,2,0,2,2,1.0000,passed,,TimeoutError: electron.launch: Timeout 120000ms exceeded.
browser-workspace-identities.spec.ts :: Browser workspace identities > settings page lets users choose independent sign-in state for future workspaces,macos,browser,148,147,0,3,148,0,4,0,4,4,0.9796,passed,,Error: expect(locator).toBeVisible() failed
browser-workspace-identities.spec.ts :: Browser workspace identities > settings page lets users choose independent sign-in state for future workspaces,windows,browser,108,98,0,0,108,1,9,1,9,10,1.0000,passed,2026-06-26T04:56:59Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
"browser-workspace-identities.spec.ts :: Browser workspace identities > settings page lets users create, rename, switch, and delete browser configurations",macos,browser,148,147,0,0,148,1,0,1,0,1,1.0000,passed,2026-06-23T23:30:51Z,Error: expect(locator).toContainText(expected) failed
"browser-workspace-identities.spec.ts :: Browser workspace identities > settings page lets users create, rename, switch, and delete browser configurations",windows,browser,127,98,0,0,127,26,3,26,3,29,1.0000,passed,2026-06-29T15:27:20Z,Error: expect(received).toBe(expected) <path> Object.is equality
browser-workspace-isolation-recvhZ966RSgr5.spec.ts :: Browser workspace isolation (recvhZ966RSgr5) > hidden workspace refresh does not detach or replace the active workspace browser view,macos,browser,153,147,0,4,153,0,10,0,10,11,0.9728,passed,,Error: expect(received).toBe(expected) <path> Object.is equality
browser-workspace-isolation-recvhZ966RSgr5.spec.ts :: Browser workspace isolation (recvhZ966RSgr5) > hidden workspace refresh does not detach or replace the active workspace browser view,windows,browser,137,98,0,0,137,20,19,20,19,39,1.0000,passed,2026-06-29T15:27:20Z,Error: expect(received).toBe(expected) <path> Object.is equality
calendar-agent-enable-automation-no-duplicate-recvnlqUjt3bFz.spec.ts :: calendar agent automation promotion (recvnlqUjt3bFz) > upgrades the original Floatboat calendar event instead of creating a duplicate,macos,automation;calendar,147,147,0,0,147,0,0,0,0,0,1.0000,passed,,
calendar-agent-enable-automation-no-duplicate-recvnlqUjt3bFz.spec.ts :: calendar agent automation promotion (recvnlqUjt3bFz) > upgrades the original Floatboat calendar event instead of creating a duplicate,windows,automation;calendar,98,98,0,0,98,0,0,0,0,0,1.0000,passed,,
calendar-agent-reminder-detail-recvmIx287YwwZ.spec.ts :: Agent calendar reminder detail display (recvmIx287YwwZ) > Agent 创建的 15 分钟提前提醒会在日程详情中展示,macos,calendar,147,147,0,0,147,0,0,0,0,0,1.0000,passed,,
calendar-agent-reminder-detail-recvmIx287YwwZ.spec.ts :: Agent calendar reminder detail display (recvmIx287YwwZ) > Agent 创建的 15 分钟提前提醒会在日程详情中展示,windows,calendar,98,98,0,0,98,0,0,0,0,0,1.0000,passed,,
calendar-allday-agenda-locate-recvlWj5wm9ueY.spec.ts :: Calendar all-day agenda locate (recvlWj5wm9ueY) > 点击「今日安排」里的全天日程，日视图把全天分区滚回视口完成定位,macos,calendar,147,147,0,0,147,0,0,0,0,0,1.0000,passed,,
calendar-allday-agenda-locate-recvlWj5wm9ueY.spec.ts :: Calendar all-day agenda locate (recvlWj5wm9ueY) > 点击「今日安排」里的全天日程，日视图把全天分区滚回视口完成定位,windows,calendar,100,98,0,0,100,0,2,0,2,2,1.0000,passed,,Error: expect(locator).toBeVisible() failed
calendar-allday-promotion-prefill.spec.ts :: Calendar all-day subscription promotion prefill > converts a TZID all-day subscription into local cross-day display while keeping the automation editor all-day,macos,automation;calendar,147,147,0,0,147,0,0,0,0,0,1.0000,passed,,
calendar-allday-promotion-prefill.spec.ts :: Calendar all-day subscription promotion prefill > converts a TZID all-day subscription into local cross-day display while keeping the automation editor all-day,windows,automation;calendar,102,98,0,0,102,1,3,1,3,4,1.0000,passed,2026-06-26T09:05:02Z,"Error: locator.click: Target page, context or browser has been closed"
calendar-allday-promotion-prefill.spec.ts :: Calendar all-day subscription promotion prefill > keeps a subscribed all-day event all-day when enabling automation,macos,automation;calendar,155,147,0,0,155,8,0,8,0,8,1.0000,passed,2026-06-04T21:31:52Z,
calendar-allday-promotion-prefill.spec.ts :: Calendar all-day subscription promotion prefill > keeps a subscribed all-day event all-day when enabling automation,windows,automation;calendar,105,98,0,0,105,5,2,5,2,7,1.0000,passed,2026-06-04T19:45:26Z,TimeoutError: locator.click: Timeout 30000ms exceeded.
calendar-combo-skills-sync-recvlWgdJoGmoo.spec.ts :: FloatSchedule 新建日程 Combo 列表同步 (recvlWgdJoGmoo) > 只展示已安装的非内置 Combo，包含技能商店安装项和会话整理项,macos,calendar,147,147,0,0,147,0,0,0,0,0,1.0000,passed,,
calendar-combo-skills-sync-recvlWgdJoGmoo.spec.ts :: FloatSchedule 新建日程 Combo 列表同步 (recvlWgdJoGmoo) > 只展示已安装的非内置 Combo，包含技能商店安装项和会话整理项,windows,calendar,99,98,0,0,99,0,1,0,1,1,1.0000,passed,,TimeoutError: electron.launch: Timeout 120000ms exceeded.
calendar-crossday-event-spans-days-recvkISwnpqxnw.spec.ts :: Calendar cross-day event spans days (recvkISwnpqxnw) > 跨天日程在起始日与结束日的月视图格子里都展示,macos,calendar,147,147,0,0,147,0,0,0,0,0,1.0000,passed,,
calendar-crossday-event-spans-days-recvkISwnpqxnw.spec.ts :: Calendar cross-day event spans days (recvkISwnpqxnw) > 跨天日程在起始日与结束日的月视图格子里都展示,windows,calendar,98,98,0,0,98,0,0,0,0,0,1.0000,passed,,
calendar-day-dense-cluster-height-auto-recvmMFtNOsMni.spec.ts :: Calendar day view dense cluster height auto-resize (recvmMFtNOsMni) > dense cluster container auto-expands to fit all overlapping event cards,macos,calendar,81,81,0,0,81,0,0,0,0,0,1.0000,passed,,
